Name,Artist,JPG,TIFF,Year
Logo 1,Untitled (https://www.notion.so/b4400b689b664ebda199c2db77030d4e?pvs=21),Logos%2027dd3798725d8115bcb4ec92aad2fd5a/Welly__Logo.png,,2025
